institut,datum,befragte,zeitraum,typ,partei,anteil
allensbach,2017-01-26,1441,05.01.–19.01.,keineangabe,fw,NA
allensbach,2016-12-22,1459,01.12.–15.12.,keineangabe,fw,NA
allensbach,2016-11-16,1436,28.10.–10.11.,keineangabe,fw,NA
allensbach,2016-10-20,1458,01.10.–13.10.,keineangabe,fw,NA
allensbach,2016-09-22,1407,03.09.–15.09.,keineangabe,fw,NA
allensbach,2016-08-24,1496,03.08.–17.08.,keineangabe,fw,NA
allensbach,2016-07-21,1466,01.07.–14.07.,keineangabe,fw,NA
allensbach,2016-06-15,1396,27.05.–09.06.,keineangabe,fw,NA
allensbach,2016-05-17,1474,28.04.–12.05.,keineangabe,fw,NA
allensbach,2016-04-20,1388,01.04.–14.04.,keineangabe,fw,NA
allensbach,2016-03-18,1456,26.02.–10.03.,keineangabe,fw,NA
allensbach,2016-02-17,1521,01.02.–11.02.,keineangabe,fw,NA
allensbach,2016-01-26,1431,07.01.–21.01.,keineangabe,fw,NA
allensbach,2015-12-16,1457,28.11.–10.12.,keineangabe,fw,NA
allensbach,2015-11-19,1448,01.11.–11.11.,keineangabe,fw,NA
allensbach,2015-10-20,1400,03.10.–16.10.,keineangabe,fw,NA
allensbach,2015-09-16,1400,01.09.–12.09.,keineangabe,fw,NA
allensbach,2015-08-19,1400,01.08.–14.08.,keineangabe,fw,NA
allensbach,2015-07-16,1200,01.07.–13.07.,keineangabe,fw,NA
allensbach,2015-06-18,1400,01.06.–14.06.,keineangabe,fw,NA
allensbach,2015-05-21,1450,02.05.–08.05.,keineangabe,fw,NA
allensbach,2015-04-16,1430,28.03.–10.04.,keineangabe,fw,NA
allensbach,2015-03-19,1500,01.03.–12.03.,keineangabe,fw,NA
allensbach,2015-02-19,1400,01.02.–12.02.,keineangabe,fw,NA
allensbach,2015-01-28,1455,09.01.–23.01.,keineangabe,fw,NA
allensbach,2014-12-17,1505,01.12.–12.12.,keineangabe,fw,NA
allensbach,2014-04-16,1571,28.03.–10.04.,keineangabe,fw,NA
emnid,2017-05-20,2413,11.05.–17.05.,keineangabe,fw,NA
emnid,2017-05-13,1837,04.05.–10.05.,keineangabe,fw,NA
emnid,2017-05-06,1935,27.04.–03.05.,keineangabe,fw,NA
emnid,2017-04-29,2439,20.04.–26.04.,keineangabe,fw,NA
emnid,2017-04-22,1412,13.04.–19.04.,keineangabe,fw,NA
emnid,2017-04-15,2436,06.04.–12.04.,keineangabe,fw,NA
emnid,2017-04-08,1958,30.03.–05.04.,keineangabe,fw,NA
emnid,2017-04-01,2416,23.03.–29.03.,keineangabe,fw,NA
emnid,2017-03-25,2450,16.03.–22.03.,keineangabe,fw,NA
emnid,2017-03-18,1832,09.03.–15.03.,keineangabe,fw,NA
emnid,2017-03-11,1882,02.03.–08.03.,keineangabe,fw,NA
emnid,2017-03-04,1403,23.02.–01.03.,keineangabe,fw,NA
emnid,2017-02-25,1880,16.02.–22.02.,keineangabe,fw,NA
emnid,2017-02-18,1885,09.02.–15.02.,keineangabe,fw,NA
emnid,2017-02-11,1966,02.02.–08.02.,keineangabe,fw,NA
emnid,2017-02-04,2233,26.01.–02.02.,keineangabe,fw,NA
emnid,2017-01-28,1996,19.01.–25.01.,keineangabe,fw,NA
emnid,2017-01-21,2805,12.01.–18.01.,keineangabe,fw,NA
emnid,2017-01-14,1878,06.01.–11.01.,keineangabe,fw,NA
emnid,2017-01-07,834,03.01.–05.01.,keineangabe,fw,NA
emnid,2016-12-24,2326,15.12.–21.12.,keineangabe,fw,NA
emnid,2016-12-17,2411,08.12.–14.12.,keineangabe,fw,NA
emnid,2016-12-10,2426,01.12.–07.12.,keineangabe,fw,NA
emnid,2016-12-03,2658,24.11.–30.11.,keineangabe,fw,NA
emnid,2016-11-26,2426,17.11.–23.11.,keineangabe,fw,NA
emnid,2016-11-19,2859,10.11.–16.11.,keineangabe,fw,NA
emnid,2016-11-12,2782,03.11.–09.11.,keineangabe,fw,NA
emnid,2016-11-05,1678,27.10.–02.11.,keineangabe,fw,NA
emnid,2016-10-29,1840,20.10.–26.10.,keineangabe,fw,NA
emnid,2016-10-22,1961,13.10.–19.10.,keineangabe,fw,NA
emnid,2016-10-15,2827,06.10.–12.10.,keineangabe,fw,NA
emnid,2016-10-08,1866,29.09.–05.10.,keineangabe,fw,NA
emnid,2016-10-01,1939,22.09.–28.09.,keineangabe,fw,NA
emnid,2016-09-24,2798,15.09.–21.09.,keineangabe,fw,NA
emnid,2016-09-17,2780,08.09.–14.09.,keineangabe,fw,NA
emnid,2016-09-10,2423,01.09.–07.09.,keineangabe,fw,NA
emnid,2016-09-03,1966,25.08.–31.08.,keineangabe,fw,NA
emnid,2016-08-27,1981,18.08.–24.08.,keineangabe,fw,NA
emnid,2016-08-20,2358,11.08.–17.08.,keineangabe,fw,NA
emnid,2016-08-13,2352,04.08.–10.08.,keineangabe,fw,NA
emnid,2016-08-06,2815,28.07.–03.08.,keineangabe,fw,NA
emnid,2016-07-30,2815,21.07.–27.07.,keineangabe,fw,NA
emnid,2016-07-23,1870,14.07.–20.07.,keineangabe,fw,NA
emnid,2016-07-16,1973,07.07.–13.07.,keineangabe,fw,NA
emnid,2016-07-09,1402,02.07.–06.07.,keineangabe,fw,NA
emnid,2016-07-02,1936,23.06.–29.06.,keineangabe,fw,NA
emnid,2016-06-25,1905,16.06.–22.06.,keineangabe,fw,NA
emnid,2016-06-18,2744,09.06.–15.06.,keineangabe,fw,NA
emnid,2016-06-11,1838,02.06.–08.08.,keineangabe,fw,NA
emnid,2016-06-04,1851,25.05.–01.06.,keineangabe,fw,NA
emnid,2016-05-28,2881,19.05.–24.05.,keineangabe,fw,NA
emnid,2016-05-21,1485,13.05.–18.05.,keineangabe,fw,NA
emnid,2016-05-14,1922,06.05.–11.05.,keineangabe,fw,NA
emnid,2016-05-07,1838,28.04.–03.05.,keineangabe,fw,NA
emnid,2016-04-30,2805,21.04.–27.04.,keineangabe,fw,NA
emnid,2016-04-23,2393,14.04.–20.04.,keineangabe,fw,NA
emnid,2016-04-16,1941,07.04.–13.04.,keineangabe,fw,NA
emnid,2016-04-09,2240,31.03.–06.04.,keineangabe,fw,NA
emnid,2016-04-02,1405,24.03.–30.03.,keineangabe,fw,NA
emnid,2016-03-26,2828,17.03.–23.03.,keineangabe,fw,NA
emnid,2016-03-19,2424,10.03.–16.03.,keineangabe,fw,NA
emnid,2016-03-12,2340,03.03.–09.03.,keineangabe,fw,NA
emnid,2016-03-05,1869,25.02.–02.03.,keineangabe,fw,NA
emnid,2016-02-27,1978,18.02.–24.02.,keineangabe,fw,NA
emnid,2016-02-20,2409,11.02.–17.02.,keineangabe,fw,NA
emnid,2016-02-13,2090,04.02.–10.02.,keineangabe,fw,NA
emnid,2016-02-06,2306,28.01.–03.02.,keineangabe,fw,NA
emnid,2016-01-30,1638,21.01.–27.01.,keineangabe,fw,NA
emnid,2016-01-23,1875,14.01.–20.01.,keineangabe,fw,NA
emnid,2016-01-16,2016,07.01.–13.01.,keineangabe,fw,NA
emnid,2016-01-09,940,05.01.–06.01.,keineangabe,fw,NA
emnid,2015-12-26,1832,17.12.–22.12.,keineangabe,fw,NA
emnid,2015-12-19,2821,10.12.–16.12.,keineangabe,fw,NA
emnid,2015-12-12,2321,03.12.–09.12.,keineangabe,fw,NA
emnid,2015-12-05,2352,26.11.–02.12.,keineangabe,fw,NA
emnid,2015-11-28,2356,19.11.–25.11.,keineangabe,fw,NA
emnid,2015-11-21,2319,12.11.–18.11.,keineangabe,fw,NA
emnid,2015-11-14,2412,05.11.–11.11.,keineangabe,fw,NA
emnid,2015-11-07,2442,29.10.–04.11.,keineangabe,fw,NA
emnid,2015-10-31,1869,22.10.–28.10.,keineangabe,fw,NA
emnid,2015-10-24,2312,15.10.–21.10.,keineangabe,fw,NA
emnid,2015-10-17,1496,08.10.–14.10.,keineangabe,fw,NA
emnid,2015-10-10,1871,01.10.–07.10.,keineangabe,fw,NA
emnid,2015-10-03,2329,24.09.–30.09.,keineangabe,fw,NA
emnid,2015-09-26,1956,17.09.–23.09.,keineangabe,fw,NA
emnid,2015-09-19,1882,10.09.–16.09.,keineangabe,fw,NA
emnid,2015-09-12,2332,03.09.–09.09.,keineangabe,fw,NA
emnid,2015-09-05,2800,27.08.–02.09.,keineangabe,fw,NA
emnid,2015-08-29,2311,20.08.–26.08.,keineangabe,fw,NA
emnid,2015-08-22,2311,13.08.–19.08.,keineangabe,fw,NA
emnid,2015-08-16,2436,06.08.–12.08.,keineangabe,fw,NA
emnid,2015-08-08,1858,30.07.–05.08.,keineangabe,fw,NA
emnid,2015-08-01,1860,23.07.–29.07.,keineangabe,fw,NA
emnid,2015-07-25,1471,16.07.–22.07.,keineangabe,fw,NA
emnid,2015-07-18,1942,09.07.–15.07.,keineangabe,fw,NA
emnid,2015-07-12,1842,02.07.–08.07.,keineangabe,fw,NA
emnid,2015-07-04,2247,25.06.–01.07.,keineangabe,fw,NA
emnid,2015-06-27,2746,18.06.–24.06.,keineangabe,fw,NA
emnid,2015-06-20,2716,11.06.–17.06.,keineangabe,fw,NA
emnid,2015-06-13,2277,03.06.–10.06.,keineangabe,fw,NA
emnid,2015-06-06,1467,28.05.–02.06.,keineangabe,fw,NA
emnid,2015-05-30,1816,21.05.–27.05.,keineangabe,fw,NA
emnid,2015-05-23,2302,15.05.–20.05.,keineangabe,fw,NA
emnid,2015-05-16,1941,07.05.–12.05.,keineangabe,fw,NA
emnid,2015-05-09,1848,02.05.–06.05.,keineangabe,fw,NA
emnid,2015-05-03,3631,23.04.–29.04.,keineangabe,fw,NA
emnid,2015-04-25,3210,16.04.–22.04.,keineangabe,fw,NA
emnid,2015-04-18,2326,09.04.–15.04.,keineangabe,fw,NA
emnid,2015-04-11,1404,02.04.–08.04.,keineangabe,fw,NA
emnid,2015-04-04,2299,26.03.–01.04.,keineangabe,fw,NA
emnid,2015-03-28,1854,19.03.–25.03.,keineangabe,fw,NA
emnid,2015-03-21,1006,12.03.–17.03.,keineangabe,fw,NA
emnid,2015-03-14,1925,05.03.–11.03.,keineangabe,fw,NA
emnid,2015-03-07,2318,26.02.–04.03.,keineangabe,fw,NA
emnid,2015-02-28,2307,19.02.–25.02.,keineangabe,fw,NA
emnid,2015-02-21,2337,12.02.–18.02.,keineangabe,fw,NA
emnid,2015-02-14,1947,05.02.–11.02.,keineangabe,fw,NA
emnid,2015-02-07,1859,29.01.–04.02.,keineangabe,fw,NA
emnid,2015-01-31,1889,22.01.–28.01.,keineangabe,fw,NA
emnid,2015-01-24,1850,15.01.–21.01.,keineangabe,fw,NA
emnid,2015-01-17,3243,08.01.–14.01.,keineangabe,fw,NA
emnid,2015-01-10,2864,18.12.–07.01.,keineangabe,fw,NA
emnid,2014-12-20,2755,11.12.–17.12.,keineangabe,fw,NA
emnid,2014-12-14,2764,04.12.–10.12.,keineangabe,fw,NA
emnid,2014-12-07,2789,27.11.–03.12.,keineangabe,fw,NA
emnid,2014-11-30,2307,20.11.–26.11.,keineangabe,fw,NA
emnid,2014-11-22,2331,13.11.–19.11.,keineangabe,fw,NA
emnid,2014-11-16,2313,06.11.–12.11.,keineangabe,fw,NA
emnid,2014-11-09,2333,30.10.–05.11.,keineangabe,fw,NA
emnid,2014-11-02,2312,23.10.–29.10.,keineangabe,fw,NA
emnid,2014-10-26,2309,16.10.–22.10.,keineangabe,fw,NA
emnid,2014-10-19,2778,09.10.–15.10.,keineangabe,fw,NA
emnid,2014-10-11,2323,02.10.–08.10.,keineangabe,fw,NA
emnid,2014-10-05,2753,25.09.–01.10.,keineangabe,fw,NA
emnid,2014-09-28,2760,18.09.–24.09.,keineangabe,fw,NA
emnid,2014-09-21,2319,11.09.–17.09.,keineangabe,fw,NA
emnid,2014-09-14,2285,04.09.–10.09.,keineangabe,fw,NA
emnid,2014-09-07,2766,28.08.–03.09.,keineangabe,fw,NA
emnid,2014-08-31,2418,21.08.–27.08.,keineangabe,fw,NA
emnid,2014-08-24,3215,14.08.–20.08.,keineangabe,fw,NA
emnid,2014-08-17,1865,07.08.–13.08.,keineangabe,fw,NA
emnid,2014-08-10,2802,31.07.–06.08.,keineangabe,fw,NA
emnid,2014-08-03,1940,24.07.–30.07.,keineangabe,fw,NA
emnid,2014-07-27,2762,17.07.–23.07.,keineangabe,fw,NA
emnid,2014-07-20,2414,10.07.–16.07.,keineangabe,fw,NA
emnid,2014-07-13,2258,03.07.–09.07.,keineangabe,fw,NA
emnid,2014-07-06,2287,27.06.–02.07.,keineangabe,fw,NA
emnid,2014-06-29,2287,19.06.–25.06.,keineangabe,fw,NA
emnid,2014-06-22,1845,12.06.–17.06.,keineangabe,fw,NA
emnid,2014-06-15,2311,05.06.–11.06.,keineangabe,fw,NA
emnid,2014-06-08,2299,28.05.–04.06.,keineangabe,fw,NA
emnid,2014-06-01,2311,22.05.–27.05.,keineangabe,fw,NA
emnid,2014-05-25,2312,15.05.–21.05.,keineangabe,fw,NA
emnid,2014-05-18,2791,08.05.–14.05.,keineangabe,fw,NA
emnid,2014-05-11,2306,30.04.–07.05.,keineangabe,fw,NA
emnid,2014-05-04,2203,24.04.–29.04.,keineangabe,fw,NA
emnid,2014-04-27,1859,17.04.–23.04.,keineangabe,fw,NA
emnid,2014-04-20,2313,10.04.–16.04.,keineangabe,fw,NA
emnid,2014-04-13,2327,03.04.–09.04.,keineangabe,fw,NA
emnid,2014-04-06,2271,27.03.–02.04.,keineangabe,fw,NA
emnid,2014-03-30,2380,20.03.–26.03.,keineangabe,fw,NA
emnid,2014-03-23,2762,13.03.–19.03.,keineangabe,fw,NA
emnid,2014-03-16,2780,06.03.–12.03.,keineangabe,fw,NA
emnid,2014-03-09,2304,27.02.–05.03.,keineangabe,fw,NA
emnid,2014-03-02,2763,20.02.–26.02.,keineangabe,fw,NA
emnid,2014-02-23,2421,13.02.–19.02.,keineangabe,fw,NA
emnid,2014-02-16,2388,06.02.–12.02.,keineangabe,fw,NA
emnid,2014-02-09,2301,30.01.–05.02.,keineangabe,fw,NA
emnid,2014-02-02,2295,23.01.–29.01.,keineangabe,fw,NA
emnid,2014-01-26,2772,16.01.–22.01.,keineangabe,fw,NA
emnid,2014-01-19,2305,09.01.–15.01.,keineangabe,fw,NA
emnid,2014-01-12,1402,04.01.–08.01.,keineangabe,fw,NA
emnid,2013-12-22,2346,12.12.–18.12.,keineangabe,fw,NA
emnid,2013-12-15,1901,05.12.–11.12.,keineangabe,fw,NA
emnid,2013-12-08,2291,28.11.–04.12.,keineangabe,fw,NA
emnid,2013-12-01,2389,21.11.–27.11.,keineangabe,fw,NA
emnid,2013-11-24,2204,14.11.–20.11.,keineangabe,fw,NA
emnid,2013-11-17,2765,07.11.–13.11.,keineangabe,fw,NA
emnid,2013-11-10,2296,31.10.–06.11.,keineangabe,fw,NA
emnid,2013-11-03,2768,24.10.–30.10.,keineangabe,fw,NA
emnid,2013-10-27,3219,17.10.–23.10.,keineangabe,fw,NA
emnid,2013-10-20,2334,10.10.–16.10.,keineangabe,fw,NA
emnid,2013-10-13,1833,04.10.–09.10.,keineangabe,fw,NA
emnid,2013-10-06,1849,26.09.–01.10.,keineangabe,fw,NA
emnid,2013-09-29,1382,24.09.–26.09.,keineangabe,fw,NA
forsa,2017-05-23,2502,15.05.–19.05.,keineangabe,fw,NA
forsa,2017-05-17,2506,08.05.–12.05.,keineangabe,fw,NA
forsa,2017-05-10,2004,02.05.–05.05.,keineangabe,fw,NA
forsa,2017-05-03,2502,24.04.–28.04.,keineangabe,fw,NA
forsa,2017-04-26,2002,18.04.–21.04.,keineangabe,fw,NA
forsa,2017-04-19,2007,10.04.–13.04.,keineangabe,fw,NA
forsa,2017-04-11,2502,03.04.–07.04.,keineangabe,fw,NA
forsa,2017-04-04,2504,27.03.–31.03.,keineangabe,fw,NA
forsa,2017-03-29,2501,20.03.–24.03.,keineangabe,fw,NA
forsa,2017-03-22,2504,13.03.–17.03.,keineangabe,fw,NA
forsa,2017-03-15,2505,06.03.–10.03.,keineangabe,fw,NA
forsa,2017-03-08,2502,27.02.–03.03.,keineangabe,fw,NA
forsa,2017-03-01,2500,20.02.–24.02.,keineangabe,fw,NA
forsa,2017-02-22,2502,13.02.–17.02.,keineangabe,fw,NA
forsa,2017-02-15,2502,05.02.–10.02.,keineangabe,fw,NA
forsa,2017-02-08,2501,30.01.–03.02.,keineangabe,fw,NA
forsa,2017-02-01,2502,23.01.–27.01.,keineangabe,fw,NA
forsa,2017-01-25,2504,16.01.–20.01.,keineangabe,fw,NA
forsa,2017-01-18,2503,09.01.–13.01.,keineangabe,fw,NA
forsa,2017-01-11,2501,02.01.–06.01.,keineangabe,fw,NA
forsa,2017-01-04,2001,27.12.–30.12.,keineangabe,fw,NA
forsa,2016-12-28,2504,19.12.–23.12.,keineangabe,fw,NA
forsa,2016-12-20,2502,12.12.–16.12.,keineangabe,fw,NA
forsa,2016-12-14,2506,05.12.–09.12.,keineangabe,fw,NA
forsa,2016-12-07,2501,28.11.–02.12.,keineangabe,fw,NA
forsa,2016-11-30,2503,21.11.–25.11.,keineangabe,fw,NA
forsa,2016-11-23,2505,14.11.–18.11.,keineangabe,fw,NA
forsa,2016-11-16,2503,07.11.–11.11.,keineangabe,fw,NA
forsa,2016-11-09,2503,31.10.–04.11.,keineangabe,fw,NA
forsa,2016-11-02,2503,24.10.–28.10.,keineangabe,fw,NA
forsa,2016-10-26,2504,17.10.–21.10.,keineangabe,fw,NA
forsa,2016-10-19,2505,10.10.–14.10.,keineangabe,fw,NA
forsa,2016-10-12,2004,04.10.–07.10.,keineangabe,fw,NA
forsa,2016-10-05,2503,26.09.–30.09.,keineangabe,fw,NA
forsa,2016-09-28,2506,19.09.–23.09.,keineangabe,fw,NA
forsa,2016-09-21,2504,12.09.–16.09.,keineangabe,fw,NA
forsa,2016-09-14,2501,05.09.–09.09.,keineangabe,fw,NA
forsa,2016-09-07,2501,29.08.–02.09.,keineangabe,fw,NA
forsa,2016-08-31,2503,22.08.–26.08.,keineangabe,fw,NA
forsa,2016-08-24,2504,15.08.–19.08.,keineangabe,fw,NA
forsa,2016-08-17,2501,08.08.–12.08.,keineangabe,fw,NA
forsa,2016-08-10,2501,01.08.–05.08.,keineangabe,fw,NA
forsa,2016-08-03,2508,25.07.–29.07.,keineangabe,fw,NA
forsa,2016-07-26,2508,18.07.–22.07.,keineangabe,fw,NA
forsa,2016-07-20,2502,11.07.–15.07.,keineangabe,fw,NA
forsa,2016-07-13,2503,04.07.–08.07.,keineangabe,fw,NA
forsa,2016-07-06,2504,27.06.–01.07.,keineangabe,fw,NA
forsa,2016-06-28,2501,20.06.–24.06.,keineangabe,fw,NA
forsa,2016-06-22,2503,13.06.–17.06.,keineangabe,fw,NA
forsa,2016-06-15,2505,06.06.–10.06.,keineangabe,fw,NA
forsa,2016-06-08,2501,30.05.–03.06.,keineangabe,fw,NA
forsa,2016-06-01,2502,23.05.–27.05.,keineangabe,fw,NA
forsa,2016-05-24,2006,17.05.–20.05.,keineangabe,fw,NA
forsa,2016-05-17,2501,09.05.–13.05.,keineangabe,fw,NA
forsa,2016-05-11,2002,02.05.–06.05.,keineangabe,fw,NA
forsa,2016-05-03,2501,25.04.–29.04.,keineangabe,fw,NA
forsa,2016-04-27,2502,18.04.–22.04.,keineangabe,fw,NA
forsa,2016-04-20,2504,11.04.–15.04.,keineangabe,fw,NA
forsa,2016-04-13,2506,04.04.–08.04.,keineangabe,fw,NA
forsa,2016-04-06,2004,29.03.–01.04.,keineangabe,fw,NA
forsa,2016-03-30,2005,21.03.–24.03.,keineangabe,fw,NA
forsa,2016-03-22,2501,14.03.–18.03.,keineangabe,fw,NA
forsa,2016-03-16,2505,07.03.–11.03.,keineangabe,fw,NA
forsa,2016-03-09,2501,29.02.–04.03.,keineangabe,fw,NA
forsa,2016-03-02,2503,22.02.–26.02.,keineangabe,fw,NA
forsa,2016-02-24,2502,15.02.–19.02.,keineangabe,fw,NA
forsa,2016-02-17,2501,08.02.–12.02.,keineangabe,fw,NA
forsa,2016-02-10,2500,01.02.–05.02.,keineangabe,fw,NA
forsa,2016-02-03,2501,25.01.–29.01.,keineangabe,fw,NA
forsa,2016-01-27,2505,18.01.–22.01.,keineangabe,fw,NA
forsa,2016-01-19,2501,11.01.–15.01.,keineangabe,fw,NA
forsa,2016-01-13,2503,04.01.–08.01.,keineangabe,fw,NA
forsa,2016-01-06,1503,28.12.–30.12.,keineangabe,fw,NA
forsa,2015-12-29,1501,21.12.–23.12.,keineangabe,fw,NA
forsa,2015-12-22,2504,14.12.–18.12.,keineangabe,fw,NA
forsa,2015-12-15,2502,07.12.–11.12.,keineangabe,fw,NA
forsa,2015-12-09,2506,30.11.–04.12.,keineangabe,fw,NA
forsa,2015-12-02,2501,23.11.–27.11.,keineangabe,fw,NA
forsa,2015-11-25,2502,16.11.–22.11.,keineangabe,fw,NA
forsa,2015-11-17,2504,09.11.–13.11.,keineangabe,fw,NA
forsa,2015-11-11,2503,02.11.–06.11.,keineangabe,fw,NA
forsa,2015-11-04,2504,26.10.–30.10.,keineangabe,fw,NA
forsa,2015-10-28,2501,19.10.–23.10.,keineangabe,fw,NA
forsa,2015-10-21,2502,12.10.–16.10.,keineangabe,fw,NA
forsa,2015-10-14,2502,05.10.–09.10.,keineangabe,fw,NA
forsa,2015-10-07,2505,28.09.–02.10.,keineangabe,fw,NA
forsa,2015-09-30,2506,21.09.–25.09.,keineangabe,fw,NA
forsa,2015-09-23,2501,14.09.–18.09.,keineangabe,fw,NA
forsa,2015-09-16,2501,07.09.–11.09.,keineangabe,fw,NA
forsa,2015-09-09,2503,31.08.–04.09.,keineangabe,fw,NA
forsa,2015-09-02,2504,24.08.–28.08.,keineangabe,fw,NA
forsa,2015-08-26,2500,17.08.–21.08.,keineangabe,fw,NA
forsa,2015-08-19,2500,10.08.–14.08.,keineangabe,fw,NA
forsa,2015-08-12,2500,03.08.–07.08.,keineangabe,fw,NA
forsa,2015-08-05,2501,27.07.–31.07.,keineangabe,fw,NA
forsa,2015-07-29,2501,20.07.–24.07.,keineangabe,fw,NA
forsa,2015-07-22,2501,13.07.–17.07.,keineangabe,fw,NA
forsa,2015-07-14,2503,06.07.–10.07.,keineangabe,fw,NA
forsa,2015-07-08,2502,29.06.–03.07.,keineangabe,fw,NA
forsa,2015-07-01,2505,22.06.–26.06.,keineangabe,fw,NA
forsa,2015-06-24,2501,15.06.–19.06.,keineangabe,fw,NA
forsa,2015-06-17,2502,08.06.–12.06.,keineangabe,fw,NA
forsa,2015-06-10,2504,01.06.–05.06.,keineangabe,fw,NA
forsa,2015-06-02,2502,26.05.–29.05.,keineangabe,fw,NA
forsa,2015-05-27,2503,18.05.–22.05.,keineangabe,fw,NA
forsa,2015-05-20,2003,11.05.–15.05.,keineangabe,fw,NA
forsa,2015-05-12,2502,04.05.–08.05.,keineangabe,fw,NA
forsa,2015-05-06,2001,27.04.–30.04.,keineangabe,fw,NA
forsa,2015-04-29,2506,20.04.–24.04.,keineangabe,fw,NA
forsa,2015-04-22,2502,13.04.–17.04.,keineangabe,fw,NA
forsa,2015-04-15,2004,07.04.–10.04.,keineangabe,fw,NA
forsa,2015-04-08,2001,30.03.–02.04.,keineangabe,fw,NA
forsa,2015-03-31,2505,23.03.–27.03.,keineangabe,fw,NA
forsa,2015-03-25,2501,16.03.–20.03.,keineangabe,fw,NA
forsa,2015-03-18,2500,09.03.–13.03.,keineangabe,fw,NA
forsa,2015-03-11,2504,02.03.–06.03.,keineangabe,fw,NA
forsa,2015-03-04,2502,23.02.–27.02.,keineangabe,fw,NA
forsa,2015-02-25,2501,16.02.–20.02.,keineangabe,fw,NA
forsa,2015-02-18,2502,09.02.–13.02.,keineangabe,fw,NA
forsa,2015-02-11,2503,02.02.–06.02.,keineangabe,fw,NA
forsa,2015-02-04,2510,26.01.–30.01.,keineangabe,fw,NA
forsa,2015-01-28,2015,19.01.–23.01.,keineangabe,fw,NA
forsa,2015-01-21,2502,12.01.–16.01.,keineangabe,fw,NA
forsa,2015-01-14,2504,05.01.–09.01.,keineangabe,fw,NA
forsa,2015-01-07,1002,02.01.–05.01.,keineangabe,fw,NA
forsa,2015-01-01,2504,15.12.–19.12.,keineangabe,fw,NA
forsa,2014-12-16,2504,08.12.–12.12.,keineangabe,fw,NA
forsa,2014-12-10,2503,01.12.–05.12.,keineangabe,fw,NA
forsa,2014-12-03,2502,24.11.–28.11.,keineangabe,fw,NA
forsa,2014-11-26,2501,17.11.–21.11.,keineangabe,fw,NA
forsa,2014-11-19,2501,10.11.–14.11.,keineangabe,fw,NA
forsa,2014-11-12,2502,03.11.–07.11.,keineangabe,fw,NA
forsa,2014-11-05,2504,27.10.–31.10.,keineangabe,fw,NA
forsa,2014-10-29,2504,20.10.–24.10.,keineangabe,fw,NA
forsa,2014-10-22,2504,13.10.–17.10.,keineangabe,fw,NA
forsa,2014-10-15,2505,06.10.–10.10.,keineangabe,fw,NA
forsa,2014-10-07,2004,29.09.–02.10.,keineangabe,fw,NA
forsa,2014-10-01,2501,22.09.–26.09.,keineangabe,fw,NA
forsa,2014-09-23,2501,15.09.–19.09.,keineangabe,fw,NA
forsa,2014-09-17,2503,08.09.–12.09.,keineangabe,fw,NA
forsa,2014-09-10,2502,01.09.–05.09.,keineangabe,fw,NA
forsa,2014-09-03,2504,25.08.–29.08.,keineangabe,fw,NA
forsa,2014-08-27,2504,18.08.–22.08.,keineangabe,fw,NA
forsa,2014-08-20,2502,11.08.–15.08.,keineangabe,fw,NA
forsa,2014-08-13,2500,04.08.–08.08.,keineangabe,fw,NA
forsa,2014-08-06,2501,28.07.–01.08.,keineangabe,fw,NA
forsa,2014-07-30,2501,21.07.–25.07.,keineangabe,fw,NA
forsa,2014-07-23,2505,14.07.–18.07.,keineangabe,fw,NA
forsa,2014-07-16,2503,07.07.–11.07.,keineangabe,fw,NA
forsa,2014-07-09,2014,30.06.–04.07.,keineangabe,fw,NA
forsa,2014-07-02,2502,23.06.–27.06.,keineangabe,fw,NA
forsa,2014-06-25,2504,16.06.–20.06.,keineangabe,fw,NA
forsa,2014-06-17,2001,10.06.–13.06.,keineangabe,fw,NA
forsa,2014-06-11,2501,02.06.–06.06.,keineangabe,fw,NA
forsa,2014-06-04,2002,26.05.–30.05.,keineangabe,fw,NA
forsa,2014-05-27,2503,19.05.–23.05.,keineangabe,fw,NA
forsa,2014-05-21,2501,12.05.–16.05.,keineangabe,fw,NA
forsa,2014-05-14,2504,05.05.–09.05.,keineangabe,fw,NA
forsa,2014-05-07,2001,28.04.–02.05.,keineangabe,fw,NA
forsa,2014-04-29,2002,22.04.–25.04.,keineangabe,fw,NA
forsa,2014-04-23,2002,14.04.–17.04.,keineangabe,fw,NA
forsa,2014-04-15,2501,07.04.–11.04.,keineangabe,fw,NA
forsa,2014-04-09,2502,31.03.–04.04.,keineangabe,fw,NA
forsa,2014-04-02,2501,24.03.–28.03.,keineangabe,fw,NA
forsa,2014-03-26,2502,17.03.–21.03.,keineangabe,fw,NA
forsa,2014-03-19,2500,10.03.–14.03.,keineangabe,fw,NA
forsa,2014-03-12,2503,03.03.–07.03.,keineangabe,fw,NA
forsa,2014-03-05,2500,24.02.–28.02.,keineangabe,fw,NA
forsa,2014-02-26,2502,17.02.–21.02.,keineangabe,fw,NA
forsa,2014-02-19,2502,10.02.–14.02.,keineangabe,fw,NA
forsa,2014-02-12,2502,03.02.–07.02.,keineangabe,fw,NA
forsa,2014-02-05,2501,27.01.–31.01.,keineangabe,fw,NA
forsa,2014-01-29,2503,20.01.–24.01.,keineangabe,fw,NA
forsa,2014-01-22,2502,13.01.–17.01.,keineangabe,fw,NA
forsa,2014-01-15,2503,06.01.–10.01.,keineangabe,fw,NA
